תחנה:עצמאות חיפה -  , PM1      , SHT      , PM2.5    , PM10     , תאריך  \ שעה             
 , g/m3µ    , °c       , µg/m3    , µg/m3    ,                          
 , 17       , Down     , 18.5     , NoData   , 13/06/2018 14:50         
 , 19       , Down     , 19.5     , NoData   , 13/06/2018 14:55         
 , 22       , Down     , 25.3     , NoData   , 13/06/2018 15:00         
 , 22       , Down     , 28.6     , NoData   , 13/06/2018 15:05         
 , 20       , Down     , 28.7     , NoData   , 13/06/2018 15:10         
 , 19       , Down     , 28.1     , NoData   , 13/06/2018 15:15         
 , 20       , Down     , 28.8     , NoData   , 13/06/2018 15:20         
 , 18       , Down     , 30.1     , NoData   , 13/06/2018 15:25         
 , 16       , Down     , 29.9     , NoData   , 13/06/2018 15:30         
 , 17       , Down     , 27.7     , NoData   , 13/06/2018 15:35         
 , 17       , Down     , 23.7     , NoData   , 13/06/2018 15:40         
 , 19       , Down     , 21.0     , NoData   , 13/06/2018 15:45         
 , 17       , Down     , 20.5     , NoData   , 13/06/2018 15:50         
 , 15       , Down     , 17.0     , NoData   , 13/06/2018 15:55         
 , 14       , Down     , 17.8     , NoData   , 13/06/2018 16:00         
 , 11       , Down     , 20.6     , NoData   , 13/06/2018 16:05         
 , 6        , Down     , 22.7     , NoData   , 13/06/2018 16:10         
 , 1        , Down     , 23.5     , NoData   , 13/06/2018 16:15         
 , 1        , Down     , 21.2     , NoData   , 13/06/2018 16:20         
 , 1        , Down     , 19.4     , NoData   , 13/06/2018 16:25         
 , 3        , Down     , 19.0     , NoData   , 13/06/2018 16:30         
 , 9        , Down     , 19.9     , NoData   , 13/06/2018 16:35         
 , 13       , Down     , 20.8     , NoData   , 13/06/2018 16:40         
 , 18       , Down     , 21.7     , NoData   , 13/06/2018 16:45         
 , 22       , Down     , 25.9     , NoData   , 13/06/2018 16:50         
 , 26       , Down     , 26.8     , NoData   , 13/06/2018 16:55         
 , 28       , Down     , 24.3     , NoData   , 13/06/2018 17:00         
 , 30       , Down     , 22.6     , NoData   , 13/06/2018 17:05         
 , 27       , Down     , 24.1     , NoData   , 13/06/2018 17:10         
 , 23       , Down     , 23.1     , NoData   , 13/06/2018 17:15         
 , 21       , Down     , 20.9     , NoData   , 13/06/2018 17:20         
 , 19       , Down     , 19.4     , NoData   , 13/06/2018 17:25         
 , 17       , Down     , 20.1     , NoData   , 13/06/2018 17:30         
 , 15       , Down     , 22.2     , NoData   , 13/06/2018 17:35         
 , 12       , Down     , 24.3     , NoData   , 13/06/2018 17:40         
 , 10       , Down     , 27.2     , NoData   , 13/06/2018 17:45         
 , 9        , Down     , 30.4     , NoData   , 13/06/2018 17:50         
 , 10       , Down     , 31.4     , NoData   , 13/06/2018 17:55         
 , 12       , Down     , 29.2     , NoData   , 13/06/2018 18:00         
 , 14       , Down     , 23.7     , NoData   , 13/06/2018 18:05         
 , 15       , Down     , 18.8     , NoData   , 13/06/2018 18:10         
 , 15       , Down     , 13.9     , NoData   , 13/06/2018 18:15         
 , 15       , Down     , 10.5     , NoData   , 13/06/2018 18:20         
 , 15       , Down     , 12.1     , NoData   , 13/06/2018 18:25         
 , 12       , Down     , 12.5     , NoData   , 13/06/2018 18:30         
 , 10       , Down     , 14.0     , NoData   , 13/06/2018 18:35         
 , 7        , Down     , 20.1     , NoData   , 13/06/2018 18:40         
 , 6        , Down     , 26.5     , NoData   , 13/06/2018 18:45         
 , 6        , Down     , 28.3     , NoData   , 13/06/2018 18:50         
 , 6        , Down     , 26.3     , NoData   , 13/06/2018 18:55         
 , 5        , Down     , 25.3     , NoData   , 13/06/2018 19:00         
 , 6        , Down     , 23.8     , NoData   , 13/06/2018 19:05         
 , 8        , Down     , 19.9     , NoData   , 13/06/2018 19:10         
 , 11       , Down     , 17.7     , NoData   , 13/06/2018 19:15         
 , 15       , Down     , 14.1     , NoData   , 13/06/2018 19:20         
 , 18       , Down     , 14.0     , NoData   , 13/06/2018 19:25         
 , 17       , Down     , 12.8     , NoData   , 13/06/2018 19:30         
 , 16       , Down     , 12.6     , NoData   , 13/06/2018 19:35         
 , 13       , Down     , 14.7     , NoData   , 13/06/2018 19:40         
 , 13       , Down     , 17.6     , NoData   , 13/06/2018 19:45         
 , 13       , Down     , 18.5     , NoData   , 13/06/2018 19:50         
 , 14       , Down     , 17.6     , NoData   , 13/06/2018 19:55         
 , 11       , Down     , 18.6     , NoData   , 13/06/2018 20:00         
 , 9        , Down     , 21.4     , NoData   , 13/06/2018 20:05         
 , 7        , Down     , 23.4     , NoData   , 13/06/2018 20:10         
 , 8        , Down     , 23.9     , NoData   , 13/06/2018 20:15         
 , 9        , Down     , 22.2     , NoData   , 13/06/2018 20:20         
 , 10       , Down     , 19.5     , NoData   , 13/06/2018 20:25         
 , 9        , Down     , 19.3     , NoData   , 13/06/2018 20:30         
 , 10       , Down     , 18.2     , NoData   , 13/06/2018 20:35         
 , 11       , Down     , 15.9     , NoData   , 13/06/2018 20:40         
 , 11       , Down     , 13.4     , NoData   , 13/06/2018 20:45         
 , 12       , Down     , 13.6     , NoData   , 13/06/2018 20:50         
 , 13       , Down     , 11.2     , NoData   , 13/06/2018 20:55         
 , 11       , Down     , 11.1     , NoData   , 13/06/2018 21:00         
 , 11       , Down     , 12.6     , NoData   , 13/06/2018 21:05         
 , 9        , Down     , 13.9     , NoData   , 13/06/2018 21:10         
 , 8        , Down     , 15.2     , NoData   , 13/06/2018 21:15         
 , 7        , Down     , 16.6     , NoData   , 13/06/2018 21:20         
 , 6        , Down     , 16.6     , NoData   , 13/06/2018 21:25         
 , 6        , Down     , 20.1     , NoData   , 13/06/2018 21:30         
 , 9        , Down     , 21.1     , NoData   , 13/06/2018 21:35         
 , 9        , Down     , 20.6     , NoData   , 13/06/2018 21:40         
 , 9        , Down     , 19.7     , NoData   , 13/06/2018 21:45         
 , 10       , Down     , 19.5     , NoData   , 13/06/2018 21:50         
 , 9        , Down     , 17.0     , NoData   , 13/06/2018 21:55         
 , 8        , Down     , 16.5     , NoData   , 13/06/2018 22:00         
 , 12       , Down     , 14.8     , NoData   , 13/06/2018 22:05         
 , 13       , Down     , 12.3     , NoData   , 13/06/2018 22:10         
 , 12       , Down     , 8.6      , NoData   , 13/06/2018 22:15         
 , 12       , Down     , 7.3      , NoData   , 13/06/2018 22:20         
 , 10       , Down     , 7.8      , NoData   , 13/06/2018 22:25         
 , 10       , Down     , 13.0     , NoData   , 13/06/2018 22:30         
 , 12       , Down     , 17.2     , NoData   , 13/06/2018 22:35         
 , 12       , Down     , 16.1     , NoData   , 13/06/2018 22:40         
 , 11       , Down     , 15.6     , NoData   , 13/06/2018 22:45         
 , 12       , Down     , 14.9     , NoData   , 13/06/2018 22:50         
 , 13       , Down     , 14.2     , NoData   , 13/06/2018 22:55         
 , 12       , Down     , 13.8     , NoData   , 13/06/2018 23:00         
 , 13       , Down     , 13.7     , NoData   , 13/06/2018 23:05         
 , 12       , Down     , 14.7     , NoData   , 13/06/2018 23:10         
 , 10       , Down     , 12.2     , NoData   , 13/06/2018 23:15         
 , 10       , Down     , 12.2     , NoData   , 13/06/2018 23:20         
 , 8        , Down     , 13.6     , NoData   , 13/06/2018 23:25         
 , 8        , Down     , 17.6     , NoData   , 13/06/2018 23:30         
 , 6        , Down     , 19.4     , NoData   , 13/06/2018 23:35         
 , 7        , Down     , 19.8     , NoData   , 13/06/2018 23:40         
 , 5        , Down     , 20.3     , NoData   , 13/06/2018 23:45         
 , 6        , Down     , 21.0     , NoData   , 13/06/2018 23:50         
 , 5        , Down     , 19.3     , NoData   , 13/06/2018 23:55         
 , 6        , Down     , 14.0     , NoData   , 13/06/2018 24:00         
 , 7        , Down     , 11.0     , NoData   , 14/06/2018 00:05         
 , 8        , Down     , 10.3     , NoData   , 14/06/2018 00:10         
 , 9        , Down     , 9.1      , NoData   , 14/06/2018 00:15         
 , 10       , Down     , 9.7      , NoData   , 14/06/2018 00:20         
 , 12       , Down     , 12.9     , NoData   , 14/06/2018 00:25         
 , 15       , Down     , 14.7     , NoData   , 14/06/2018 00:30         
 , 15       , Down     , 14.2     , NoData   , 14/06/2018 00:35         
 , 17       , Down     , 14.9     , NoData   , 14/06/2018 00:40         
 , 17       , Down     , 14.7     , NoData   , 14/06/2018 00:45         
 , 18       , Down     , 15.1     , NoData   , 14/06/2018 00:50         
 , 17       , Down     , 15.3     , NoData   , 14/06/2018 00:55         
 , 16       , Down     , 16.0     , NoData   , 14/06/2018 01:00         
 , 15       , Down     , 13.9     , NoData   , 14/06/2018 01:05         
 , 12       , Down     , 12.1     , NoData   , 14/06/2018 01:10         
 , 9        , Down     , 11.9     , NoData   , 14/06/2018 01:15         
 , 8        , Down     , 12.2     , NoData   , 14/06/2018 01:20         
 , 6        , Down     , 11.9     , NoData   , 14/06/2018 01:25         
 , 6        , Down     , 13.7     , NoData   , 14/06/2018 01:30         
 , 4        , Down     , 12.6     , NoData   , 14/06/2018 01:35         
 , 4        , Down     , 10.3     , NoData   , 14/06/2018 01:40         
 , 5        , Down     , 9.9      , NoData   , 14/06/2018 01:45         
 , 5        , Down     , 12.8     , NoData   , 14/06/2018 01:50         
 , 7        , Down     , 9.7      , NoData   , 14/06/2018 01:55         
 , 11       , Down     , 6.5      , NoData   , 14/06/2018 02:00         
 , 13       , Down     , 3.9      , NoData   , 14/06/2018 02:05         
 , 13       , Down     , 3.5      , NoData   , 14/06/2018 02:10         
 , 14       , Down     , 4.9      , NoData   , 14/06/2018 02:15         
 , 15       , Down     , 6.8      , NoData   , 14/06/2018 02:20         
 , 15       , Down     , 10.7     , NoData   , 14/06/2018 02:25         
 , 17       , Down     , 14.9     , NoData   , 14/06/2018 02:30         
 , 19       , Down     , 17.3     , NoData   , 14/06/2018 02:35         
 , 19       , Down     , 17.8     , NoData   , 14/06/2018 02:40         
 , 17       , Down     , 19.3     , NoData   , 14/06/2018 02:45         
 , 15       , Down     , 22.1     , NoData   , 14/06/2018 02:50         
 , 14       , Down     , 20.3     , NoData   , 14/06/2018 02:55         
 , 13       , Down     , 17.6     , NoData   , 14/06/2018 03:00         
 , 9        , Down     , 14.3     , NoData   , 14/06/2018 03:05         
 , 6        , Down     , 13.0     , NoData   , 14/06/2018 03:10         
 , 7        , Down     , 10.0     , NoData   , 14/06/2018 03:15         
 , 6        , Down     , 11.5     , NoData   , 14/06/2018 03:20         
 , 7        , Down     , 14.5     , NoData   , 14/06/2018 03:25         
 , 8        , Down     , 12.8     , NoData   , 14/06/2018 03:30         
 , 9        , Down     , 13.8     , NoData   , 14/06/2018 03:35         
 , 11       , Down     , 16.1     , NoData   , 14/06/2018 03:40         
 , 13       , Down     , 19.4     , NoData   , 14/06/2018 03:45         
 , 14       , Down     , 18.2     , NoData   , 14/06/2018 03:50         
 , 16       , Down     , 17.5     , NoData   , 14/06/2018 03:55         
 , 17       , Down     , 18.2     , NoData   , 14/06/2018 04:00         
 , 15       , Down     , 15.6     , NoData   , 14/06/2018 04:05         
 , 13       , Down     , 16.5     , NoData   , 14/06/2018 04:10         
 , 14       , Down     , 14.5     , NoData   , 14/06/2018 04:15         
 , 17       , Down     , 18.9     , NoData   , 14/06/2018 04:20         
 , 20       , Down     , 22.8     , NoData   , 14/06/2018 04:25         
 , 22       , Down     , 22.3     , NoData   , 14/06/2018 04:30         
 , 20       , Down     , 22.2     , NoData   , 14/06/2018 04:35         
 , 22       , Down     , 23.1     , NoData   , 14/06/2018 04:40         
 , 24       , Down     , 24.9     , NoData   , 14/06/2018 04:45         
 , 27       , Down     , 24.1     , NoData   , 14/06/2018 04:50         
 , 25       , Down     , 26.8     , NoData   , 14/06/2018 04:55         
 , 25       , Down     , 31.4     , NoData   , 14/06/2018 05:00         
 , 24       , Down     , 31.4     , NoData   , 14/06/2018 05:05         
 , 24       , Down     , 32.8     , NoData   , 14/06/2018 05:10         
 , 24       , Down     , 32.8     , NoData   , 14/06/2018 05:15         
 , 22       , Down     , 36.5     , NoData   , 14/06/2018 05:20         
 , 21       , Down     , 38.7     , NoData   , 14/06/2018 05:25         
 , 20       , Down     , 38.3     , NoData   , 14/06/2018 05:30         
 , 16       , Down     , 36.7     , NoData   , 14/06/2018 05:35         
 , 16       , Down     , 34.2     , NoData   , 14/06/2018 05:40         
 , 16       , Down     , 31.3     , NoData   , 14/06/2018 05:45         
 , 16       , Down     , 29.5     , NoData   , 14/06/2018 05:50         
 , 16       , Down     , 28.2     , NoData   , 14/06/2018 05:55         
 , 16       , Down     , 27.3     , NoData   , 14/06/2018 06:00         
 , 14       , Down     , 26.5     , NoData   , 14/06/2018 06:05         
 , 14       , Down     , 24.5     , NoData   , 14/06/2018 06:10         
 , 14       , Down     , 20.2     , NoData   , 14/06/2018 06:15         
 , 12       , Down     , 17.2     , NoData   , 14/06/2018 06:20         
 , 10       , Down     , 14.4     , NoData   , 14/06/2018 06:25         
 , 6        , Down     , 11.2     , NoData   , 14/06/2018 06:30         
 , 1        , Down     , 8.6      , NoData   , 14/06/2018 06:35         
 , 3        , Down     , 8.6      , NoData   , 14/06/2018 06:40         
 , 2        , Down     , 7.9      , NoData   , 14/06/2018 06:45         
 , 2        , Down     , 10.6     , NoData   , 14/06/2018 06:50         
 , 5        , Down     , 15.4     , NoData   , 14/06/2018 06:55         
 , 10       , Down     , 17.5     , NoData   , 14/06/2018 07:00         
 , 15       , Down     , 21.7     , NoData   , 14/06/2018 07:05         
 , 18       , Down     , 22.2     , NoData   , 14/06/2018 07:10         
 , 21       , Down     , 25.8     , NoData   , 14/06/2018 07:15         
 , 25       , Down     , 27.6     , NoData   , 14/06/2018 07:20         
 , 24       , Down     , 23.9     , NoData   , 14/06/2018 07:25         
 , 19       , Down     , 23.2     , NoData   , 14/06/2018 07:30         
