time	Area	Orientation	MajorAxisLength	MinorAxisLength	MaxIntensity	MeanIntensity	Ellipticity	xCentroid	yCentroid	xCenter	yCenter	year	month	day	hour	minute	ALT	avgV	avgD	class	clust	event
731930.25	122	65.8397747018992	19.5488229960819	8.60845260329707	40.6119430277458	17.1432725566375	0.440356568015498	22.5327868852459	80.5409836065574	221532.786885246	559459.016393443	2003	12	15	6	0	60	14.5714285714286	294	20	1	267
731930.253472222	39	-45.3148658385437	11.2081663503323	5.10709937239373	20.3946410666101	11.8332527945711	0.455658777070373	23.6923076923077	80.3589743589744	222692.307692308	559641.025641026	2003	12	15	6	5	60	11.1428571428571	311.142857142857	20	1	267
731930.253472222	27	74.0206031458709	7.28422451162446	4.94459195363789	17.0668564683129	10.7760201687657	0.678808285734069	33.7777777777778	71.7037037037037	232777.777777778	568296.296296296	2003	12	15	6	5	15	11.1428571428571	311.142857142857	20	1	267
731930.256944445	12	-63.434948822922	7.65941686205071	2.3094010767585	13.5218585369273	11.005297869443	0.301511344577764	25.5	81.5	224500	558500	2003	12	15	6	10	60	7.28571428571429	328.285714285714	20	1	267
731930.256944445	19	49.9265401020874	5.94686660304241	4.2744559136992	11.6012440058223	9.04178930660262	0.718774473856937	33.8421052631579	71	232842.105263158	569000	2003	12	15	6	10	15	7.28571428571429	328.285714285714	20	1	267
731930.291666667	17	15.1716244421198	5.30899411292551	4.20293221204544	22.2064444626005	12.008961900097	0.79166262434023	47.8823529411765	23.5882352941176	246882.352941176	616411.764705882	2003	12	15	7	0	5	0	0	20	1	267
731930.295138889	36	16.0732211811773	9.06951085321833	5.44360742267881	26.9180188183056	12.9599854212997	0.600209593524786	52.5	17.5833333333333	251500	622416.666666667	2003	12	15	7	5	0	0	0	20	1	267
731930.333333333	6	0	3.46410161513775	2.3094010767585	12.6677033775421	9.39642607686863	0.666666666666667	48	22.5	247000	617500	2003	12	15	8	0	0	30.6	259.2	20	1	267
731930.336805556	19	41.7791999503325	5.91074916657638	4.28306775632102	31.4177297864794	14.0587105491776	0.724623501288224	54.2105263157895	17.9473684210526	253210.526315789	622052.631578947	2003	12	15	8	5	0	29	257	20	1	267
731930.34375	63	-71.255423266829	12.2108667941922	7.47376686766396	58.5576690530144	15.9250209896731	0.612058668203528	24.6349206349206	38.031746031746	223634.920634921	601968.253968254	2003	12	15	8	15	50	28.2857142857143	256.714285714286	20	1	267
731930.347222222	43	40.1960547798363	9.38656167221031	6.14111260375603	19.7488770736917	10.837950160148	0.654245166463595	33.0697674418605	30.2558139534884	232069.76744186	609744.186046512	2003	12	15	8	20	50	29.1428571428571	252	20	1	267
731930.350694445	111	-38.2281209999867	12.8817126588559	11.8536358529941	42.6237741113224	17.7224140507676	0.920190984453063	38.8468468468468	26.1621621621622	237846.846846847	613837.837837838	2003	12	15	8	25	50	24.8571428571429	267	20	1	267
731930.354166667	116	12.5764498563906	14.244657761684	11.3543155798917	42.3050738134214	14.8657365355806	0.79709290106169	47	20.801724137931	246000	619198.275862069	2003	12	15	8	30	50	24.5	268.5	20	1	267
